책임 있는 연구수행,출판윤리,연구 공동체,연구자의 사회적 책임,연구 성과 및 데이터,이해충돌,생명윤리,연구진실성 검증,학문교류 윤리,부실학술활동 예방,ChatGPT 등 생성형 AI 활용과 연구윤리
93,93,30,34,93,35,33,41,34,49,18
