sex_t,sex_p,age_t,age_p,role_t,role_p,degree_t,degree_p,experience_t,experience_p,field_t,field_p
0.029995287915978355,0.8625009222999649,6.110254443543218,0.19106431867229665,10.646076172606518,0.05886678814068398,3.298846346689905,0.1921607200835762,5.815954295375781,0.12091597080695896,4.832586600885229,0.5654576731825907
